vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs
1FTEW1E47KKC50199,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M06', 'date': '2022-05-20'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FAFP363X3W226420,No,,,,,,,,[]
1FAFP34N15W250189,No,,,,,,,,[]
1FAFP45X84F150711,No,,,,,,,,[]
1FMCU0G7XFUA65147,No,,,,,,,,[]
1FTFW1EF0HFA15683,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FMJU2AT0FEF28044,Yes,Recall Incomplete,Climate Control Blower Motor Replacement,22S56/22V-648,26/08/22,"On Your Vehicle, The Climate Control Front Blower Motor May Overheat, Potentially Resulting In An Interior Fire While The Vehicle Is On",An Interior Vehicle Fire Can Increase The Risk Of Personal Injury And Vehicle Damage.,"Ford Is Working Closely With Its Suppliers To Produce Redesigned Parts For The Repair. You Will Be Notified Once Remedy Parts Become Available, Which Is Expected In Early First Quarter 2023.  This Repair Will Be Free Of Charge Parts And Labor.",[]
1FTFW1E58KKD61132,No,,,,,,,,[]
1FTEW1CP6JKD31996,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '18N03', 'date': '2018-09-26'}]"
1FM5K7D86JGC54258,Yes,Recall Incomplete,Roof Rack Trim Detachment,21S22/21V316,05/05/21,Roof Rack Trim Detachment,"A Roof Rail Cover That Detaches While Driving Can Create A Road Hazard For Other Users, Increasing The Risk Of A Crash.",Owners Will Be Notified By Mail And Instructed To Take Their Vehicle To A Ford Or Lincoln Dealer To Have The Roof Rail Secured Using Plastic Push-Pins.  There Will Be No Charge For This Service,"[{'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTEX1EB4JKF85463,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}]"
1FM5K8F81JGA96396,No,,,,,,,,"[{'description': 'ROOF RACK TRIM DETACHMENT', 'campaign': '20N11', 'date': '2020-12-08'}, {'description': 'HIGH SPEED COOLING FAN MOTOR RELAY', 'campaign': '21N01', 'date': '2021-08-19'}]"
1FTMF1CB1JKF05070,No,,,,,,,,"[{'description': 'POWER DOOR LOCK ACTUATOR FAILURE', 'campaign': '20M04', 'date': '2021-06-30'}, {'description': 'DOOR LATCH FREEZING CONCERNS', 'campaign': '19N06', 'date': '2019-10-01'}]"
1FTRX18L2YNA25276,No,,,,,,,,[]
1zvbp8amxc5276677,No,,,,,,,,[]
1FMCU9GX3EUB45652,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,[]
1FMCU0JX1EUC68029,No,,,,,,,,[]
1FTPX12525FA67647,No,,,,,,,,[]
1FMCU0J91KUB82796,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,[]
1fafp42x4yf214107,No,,,,,,,,[]
1FAFP45X0WF107547,No,,,,,,,,[]
1FMFU17L44LB20825,No,,,,,,,,[]
1FMJK1H53BEF21929,No,,,,,,,,[]
1FMEU64E86UB64368,No,,,,,,,,[]
1FMCU02Z28KB50099,Yes,Recall Incomplete,Electric Power Steering,14S05/14V284000,29/05/14,"Ford Motor Company (Ford) Is Recalling Certain Model Year 2008-2011 Ford Escape And Mercury Mariner Vehicles Manufactured August 18, 2006, Through September 11, 2010.   The Affected Vehicles Have A Steering Torque Sensor That May Not Be Able To Properly Detect Driver Steering Input.  As A Result, The System Could Remove The Electric Power Steering (Eps) Assist.","If Power Steering Assist Is Lost, Greater Driver Effort Would Be Required To Steer The Vehicle At Low Speeds, Increasing The Risk Of A Crash.","Ford Will Notify Owners, And Dealers Will Update The Software For The Power Steering Control Module (Pscm) And The Instrument Cluster Module, Free Of Charge.      If A Vehicle Shows A History Of A Loss Of The Torque Sensor Signal Or Fault Codes Relating To The Pscm When The Vehicle Is Brought In For The Recall Remedy, The Affected Components Will Be Replaced, Free Of Charge.  The Recall Is Expected To Begin By July 25, 2014. Owners May Contact Ford Customer Service At 1-866-436-7332.  Ford'S Number For This Recall Is 14S05.",[]
1fafp49y13f413381,Yes,Recall Incomplete,Perform Prior To Vehicle Delivery - Carpet Interference To Accelerator Pedal,06S43/06V108000,07/04/06,"On Certain Mustang Cobra Passenger Vehicles, The Rear Surface Of The Accelerator Pedal May Come Into Contact With Floor Carpeting During Heavy Throttle Application.  The Unique Surface Profile Of The Accelerator Pedal May Catch In The Cutout On The Floor Carpeting Behind The Accelerator Pedal.","This Could Interfere With The Pedal'S Ability To Return To An Idle Position.  Unexpected, Continued Throttle Application And/Or Increased Stopping Distances May Occur Which Could Result In A Crash.","Dealers Will Install A Shield Over The Cutout In The Carpet Behind The Accelerator Pedal.  The Recall Began On April 26, 2006.  Owners May Contact Ford At 1-866-436-7332.",[]
1FTRW07L91KC27778,No,,,,,,,,[]
1FM5K8D81DGB04438,Yes,Recall Incomplete,2011-2013 Explorer Built With Rubber Bushings Or Zf CabjS Corrosion,21S43/21V746,04/11/21,"Vehicles Exposed To A Corrosive Environment Where Road Salt Is Used Extensively During Winter Months, Could Experience A Seized Rear Suspension Toe Link Ball Joint Resulting In A Fractured Rear Suspension Toe Link. While Your Vehicle Was Not Originally Built With Rear Toe Link Ball Joints Susceptible To This Condition, Our Records Indicate That Susceptible Components Were Subsequently Installed On Your Vehicle During Rear Suspension Service.","A Seized Toe Link Ball Joint Can Cause A Toe Link Fracture. Rear Toe Link Fracture While Driving Could Result In Unusual Vehicle Handling Characteristics, Or Difficulty Controlling The Vehicle, And May Increase The Risk Of A Crash.",Ford Motor Company Has Authorized Your Dealer To Inspect Both Toe Link Connections To Confirm That A Susceptible Ball Joint Was Installed. If Your Vehicle Has A Susceptible Ball Joint Installed Then Your Dealer Will Replace Both Rear Toe Links With An Updated Design. These Services Must Be Performed On All Affected Vehicles At No Charge To The Vehicle Owner.,"[{'description': 'DOOR LATCH', 'campaign': '19N09', 'date': '2019-12-12'}]"
1FTMF1CM8DKG36146,No,,,,,,,,"[{'description': 'TRANSMISSION MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '19N01', 'date': '2019-04-04'}]"
1FTFW1CV3AFC34041,No,,,,,,,,[]
1FMJK1H59CEF06417,No,,,,,,,,"[{'description': 'MOLDED LEADFRAME EXTENDED COVERAGE', 'campaign': '16N02', 'date': '2016-06-16'}]"
1FMCU0G92HUE30540,Yes,Recall Incomplete,Transmission Shifter Cable Bushing,22S43/#22V413,10/06/22,"On Your Vehicle, It May Be Possible The Transmission Shifter Cable Bushing Is Damaged Or Missing.","A Damaged Or Missing Bushing Could Prevent The Shifter From Moving The Transmission Into The Intended Gear Position And Cause The Vehicle To Move In An Unexpected Direction.  The Transmission May Not Be In The Park Position, Even Though The Shifter Position Indicates That The Vehicle Was Shifted To Park. Exiting A Vehicle Without The Transmission In The Park Position And Without The Application Of The Parking Brake May Allow The Vehicle To Roll, Increasing The Risk Of Injury Or Crash.",Parts Are Now Available To Repair Your Vehicle. Ford Motor Company Has Authorized Your Dealer To Replace The Shifter Cable Bushing And Protective Cap Free Of Charge Parts And Labor.,[]
1FTRW07663KA17331,No,,,,,,,,[]
1FTPX14535FB30378,Yes,Recall Incomplete,Clockspring To Driver Side Frontal Air Bag Wire Harness Replacement,11S18/11V107000,23/02/11,"Ford Is Recalling Certain Model Year 2004-2006 F-150 Pick Up Trucks As Well As Certain Model Year 2006 Lincoln Mark Lt Vehicles. If The Clockspring Jumper Wire Comes In Contact With The Driver Side Frontal Air Bag Lower Horn Plate, The Wire Insulation May Become Chafed, Creating A Potential For A Short Circuit.  If This Occurs The Air Bag Warning Lamp May Illuminate Indicating That Service Is Required.",The Driver Side Frontal Air Bag Could Inadvertently Deploy Increasing The Risk Of Injury Or Loss Of Vehicle Control If Occurring While In Motion.,"Ford Will Notify Owners And Instruct Them To Take Their Vehicles To A Ford Or Lincoln/Mercury Dealer To Have A New Clockspring Jumper Wire Installed That Incorporates A Protective Mesh Cover.  Repairs Will Be Performed Free Of Charge.  This Safety Recall Began On Some Vehicles In March 2011.  The Recall Campaign On The Expanded Population Is Expected To Begin On Or About May 9, 2011.   Owners May Contact The Ford Motor Company Customer Relationship Center At 1-866-436-7332.",[]
1FTPX14535FB30378,Yes,Recall Incomplete,Brake Booster Vacuum Hose Replacement,08S05/08V208000,07/05/08,"Ford Is Recalling 605,684 My 2005-2006 F-150 And Lincoln Mark Lt Vehicles Equipped With 5.4L 3-Valve Engines.  The Brake Booster Vacuum Supply Hose Attached To The Intake Manifold Fitting May Swell Over Time And Lose Retention Force.  This Condition Could Allow The Hose To Become Detached From The Fitting During An Intake Manifold Backfire.  Should The Hose Detach From The Intake Manifold, Several Brake Applications With Power Assist Will Be Available Before The Vacuum Reserve Is Depleted.","Once The Brake Booster Vacuum Reserve Is Depleted, The Driver Will Have Foundation Brake Function, But With Increased Brake Pedal Effort.  Reduced Vehicle Braking Could Lead To A Crash.","Dealers Will Replace A Rubber Hose On The Brake Booster Vacuum Supply Tube Assembly.  The Recall Began On June 27, 2008.  Owners May Contact Ford At 1-866-436-7332.",[]
1FAHP3H2XCL374193,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FADP3K2XEL333430,Yes,Recall Incomplete,Door Latch Repeat Repair,20S30/20V331,08/06/20,"Your Vehicle Was Previously Repaired Under Safety Recall 15S16 Or 16S30. During That Repair, Your Vehicles Door Latches Were To Be Replaced To Help Reduce The Risk Of Doors Not Closing Or Doors Opening While Driving. It Is Possible That One Or More Of Your Door Latches Was Not Replaced Or May Not Have Been Replaced Correctly.","If A Door Latch Was Not Replaced, There Is Still A Risk That The Pawl Spring Tab Inside The Door Latch Could Break. This Condition Will Typically Prevent The Door From Latching. In Certain Situations, Where The Door Is Able To Be Closed, The Door May Unlatch While Driving, Increasing The Risk Of Injury","The Door Latch Date Codes In Your Vehicle Need To Be Inspected To Verify That The Previous Door Latch Recall Repair Was Completed As Intended. For Your Convenience And To Encourage The Continued Social Distancing Requirements By Many State And Local Governments Related To Covid-19, Ford Is Providing You With The Option To Complete This Simple Inspection Yourself Using The Attached Self-Inspection Sheet. By Utilizing This Option, You Should Not Need To Take Your Vehicle To Your Dealer Unless Your Vehicle Is Exhibiting Door Latching Concerns Door Will Not Latch Or Opens While Driving. In The Unlikely Event That The System Cannot Confirm The Latches On Your Vehicle Based On Your Input, Or If Your Vehicle Is Exhibiting Door Latching Concerns, You Will Need To Take Your Vehicle To Your Dealership For Additional Inspection And/Or Repairs. If You Do Not Wish To Complete This Inspection Yourself, Your Dealer Will Inspect Your Vehicle For You","[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}, {'description': 'TRANSMISSION CLUTCH SHUDDER -TRANSMISSION CLUTCH WARRANTY EXTENSION', 'campaign': '19N08', 'date': '2019-08-13'}]"
1FAFP4449YF268134,No,,,,,,,,[]
1FTEF15Y6TLC20707,Yes,Recall Incomplete,Speed Control System Modification,05S28/05V017000,27/01/05,"On Certain Sport Utility Vehicles And Pickup Trucks, The Speed Control Deactivation Switch May Overheat, Smoke, Or Burn.",This Condition Could Lead To A Fire.  Fires Have Occurred While The Vehicles Were Parked With The Ignition 'Off.',"As An Interim Repair, Owners Will Be Instructed To Return Their Vehicles To Their Dealers To Have The Speed Control Deactivation Switch Disconnected.  As Soon As Replacement Parts Are Available (Early April 2005), Owners Will Be Instructed To Return To The Dealers For Installation Of A New Switch Free Of Charge.  Owners May Contact Ford At 1-866-436-7332.  (Note:  Also See Recalls 05V388 And 06V286)",[]
1FTZR15E26PA14196,Yes,Recall Incomplete,Airbag Module Inspection And Replacement,21S05/21V081,17/02/21,"Obsolete Service Replacement Airbag Modules May Have Been Installed Into Vehicles During A Collision Or Service Repair After A Final Takata Airbag Recall Repair Was Completed. There Is No Issue With The Airbags Used In The Recall Repair. However, If After The Recall Was Completed, The Driver Or Passenger Airbag Was Subsequently Replaced During A Collision Or Service Repair, The Airbag(S) May Contain A Defective Airbag Inflator.","Defective Airbag Inflators May Explode In A Crash That Causes Deployment Of The Airbags. If An Inflator Explodes, Sharp Metal Fragments Could Strike Vehicle Occupants, Causing Serious Injury Or Death.","Ford Motor Company Has Authorized Your Dealer To Inspect And Replace The Driver And/Or Passenger Airbag(S) If Necessary, Free Of Charge (Parts And Labor).",[]
1FTPX12536FA57582,No,,,,,,,,[]
1FTEW1EP4MKD24496,Yes,Recall Incomplete,Windshield Wiper Motor Replacement,22S71/22V842,09/01/23,"On Your Vehicle, The Windshield Wiper Motor May Become Inoperative, Or Cause The Wipers To Operate Erratically And Or Stop Working.","An Inoperative Wiper Motor Has The Potential For Reduced Visibility Or Loss Of Visibility In Certain Conditions, Increasing The Risk Of A Crash.","Ford Motor Company Is Working Closely With Its Suppliers To Produce Parts For This Repair. When Parts Become Available, Ford Motor Company Will Notify You Via Mail To Schedule A Service Appointment With Your Dealer For The Replacement Of The Front Windshield Wiper Motor, Free Of Charge - Parts And Labor. Parts Are Anticipated To Be Available In The Third Quarter Of 2023. If A Concern Occurs With The Windshield Wipers Before This Time, Please Contact Your Dealer For Further Assistance.","[{'description': 'UNINTENDED TAILGATE OPENING', 'campaign': '21M08', 'date': '2022-05-20'}]"
1FMDU34X9NUA84961,No,,,,,,,,[]
1FAHP3H29CL184935,No,,,,,,,,"[{'description': 'TRANSMISSION CONTROL MODULE EXTENDED WARRANTY COVERAGE', 'campaign': '14M02', 'date': '2015-01-13'}]"
1FALP45D9RF158803,No,,,,,,,,[]
1FMJK1G5XEEF42105,No,,,,,,,,[]
1ZVHT82H275241645,No,,,,,,,,[]
1FTFW1CF3EKE78973,No,,,,,,,,[]
1fmcu0D70AKA68793,No,,,,,,,,[]
1FMZU73K83UA83722,No,,,,,,,,[]
1FMRU1865XLB92112,No,,,,,,,,[]
1FAFP40433F364808,No,,,,,,,,[]
1FAFP31N47W211796,No,,,,,,,,[]
1FTDE14F8DHA31219,No,,,,,,,,[]
