vin,open_recalls,recall_status,name_of_recall,campaign,date_of_recall_announcement,brief_description_of_recall,safety_risk,remedy,customer_satisfaction_programs,raw_json
1G1ZB5E19BF249776,Yes,incomplete,Driver'S Front Seat Belt Anchor Pretensioner Cable,,,"Certain 2011-2012 Model Year Chevrolet Malibu Vehicles Were Previously Involved In Safety Recall 15031, “Safety Belt Lap Anchor Tensioner Cable”. In These Vehicles, If A Driver Repeatedly Sits On The Seat Belt Cable Cover Located At The Base Of The Driver’S Seat When Entering The Vehicle, It May Cause The Seat Belt Pretensioner To Bend Sharply Over The Seat Side Shield. If This Continues To Occur Over An Extended Period Of Time, Which Is Very Rare, The Seat Belt Pretensioner Cable May Fatigue And Eventually Separate, Which Could Reduce The Effectiveness Of The Vehicle’S Seat Belts.  Before Any Damage Occurs To The Pretensioner Cable Itself, Signs Of Wear Will Be Visible On The Pretensioner Cable Cover Where It Has Been Repeatedly Bent Over The Seat Side Shield.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Inspect And Replace The Driver Seat Belt Lap Anchor Pretensioner And Replace If Necessary.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZB5E19BF249776,Yes,complete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZB5E19BF249776,Yes,complete,Safety Belt Lap Anchor Tensioner Cable,15V269,2015-05-06,General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2011-2012 Model Year Chevrolet Malibu Vehicles.  The Flexible Steel Cable That Connects The Safety Belt To The Vehicle At The Outside Of The Front Outboard Seating Positions Can Fatigue And Separate Over Time As A Result Of Occupant Movement Into The Seat.,"In A Crash, A Fatigued Cable Could Break, Reducing The Effectiveness Of The Vehicle’S Safety Belts And Increasing The Risk Of Injury To The Occupant.","Dealers Will Replace The Outboard Lap Anchor Mounting Bracket To Re-Locate The Tensioner 30Mm Rearward.   Dealers Will Also Inspect The Cable, And If Necessary, Replace The Lap Pretensioner. These Repairs Will Be Completed Free Of Charge.",,
2CNALDEW9A6327968,Yes,incomplete,Power Steering Stick-Slip,,,"Some 2012-2014 Model Year Buick Verano, 2011-2014 Model Year Chevrolet Cruze And Volt, 2010-2014 Model Year Chevrolet Equinox And Gmc Terrain, And 2013-2014 Model Year Chevrolet Malibu Vehicles May Have Increased Friction In The Steering System. This Could Cause The Steering Wheel To Stick In The Straight-Ahead Position After Driving Long Distances On A Straight Highway. The Steering Wheel Can Be Turned But It May Require Increased Effort.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNALDEW9A6327968,Yes,complete,High Pressure Fuel Pump,,,General Motors Has Decided To Conduct A Voluntary Emission Recall Involving Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles Equipped With A 2.4L Engine.  The Engine Mounted High Pressure Fuel Pump In These Vehicles May Develop Excessive Wear On The Plunger Piston Shaft And Shaft Seal.  ,If This Happens Fuel Can Leak Into The Engine Oil Crankcase And Result In The Engine Running Rough And Illumination Of The Malfunction Indicator Lamp. ,Dealers Are To Replace The High Pressure Fuel Pump. ,,
2CNALDEW9A6327968,Yes,complete,Carbon Monoxide Emissions,,,,,,,
2CNALDEW9A6327968,Yes,incomplete,Special Coverage 12313,,,"Some 2010 And 2011 Model Year Buick Lacrosse, Chevrolet Equinox, And Gmc Terrain Vehicles; And 2011 Model Year Buick Regal Vehicles, Equipped With A 2.4L Engine, The Chrome Layer On The Balance Chain Pins May Wear, Allowing The Chain To Stretch. This Would Cause An Engine Noise, And If Left Untreated, Could Cause The Chain To Break, Leading To Engine Damage.  In Addition, The Fuel Pump Plunger Shaft Seal May Wear And Allow Fuel To Leak Into The Crankcase, Which Would Illuminate The Malfunction Indicator Light. This Can Cause Engine Run-On And/Or The Engine To Run Rough.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
2CNALDEW9A6327968,Yes,complete,Oil Life Monitor Update,,,,,,,
2CNALDEW9A6327968,Yes,incomplete,Illumination Of Airbag Readiness Light/Service Airbag Message,,,"On Certain 2010-2011 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, High Resistance In The Side-Impact Airbag Circuit May Cause The Airbag-Readiness Light To Illuminate And The “Service Air Bag” Message To Display.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.
",,,,
2CNALDEW9A6327968,Yes,complete,Wiper Transmission Arm Linkage Failure,,,"Some 2010-2017 Model Year Equinox Or Terrain Vehicles May Have A Condition Where A Link Ball Socket In The Front Wiper Transmission May Separate. If This Were To Occur, The Driver Would Experience A Sudden Loss Of Front Wiper Function.
	
This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Front Wiper Module With The Latest Version With Improved Sockets And A New Water Shield.  The Repairs Will Be Made At No Charge To The Customer.,,
2CNALDEW9A6327968,Yes,incomplete,Special Coverage 14159 - Expired,,,,,,,
2CNALDEW9A6327968,Yes,incomplete,Wiper Transmission Arm Linkage Failure – Usa Only,,,"On Certain 2010-2012 Model Year Chevrolet Equinox And Gmc Terrain Vehicles, The Ball Joints In The Front Windshield Wiper Modules Of These Vehicles May Experience High Corrosion And Wear That Could Result In The Separation Of One Or More Ball Joints From Their Sockets During Wiper Operation.  If A Ball Joint Were To Separate, One Or Both Of The Windshield Wipers Could Become Inoperative.",,Dealers Are To Inspect The Front Wiper Assembly And Replace The Wiper Linkages Or Module As Necessary. The Repairs Will Be Made At No Charge To The Customer.,,
2CNALDEW9A6327968,Yes,incomplete,Catalytic Converter Replacement,,,"Some 2010-2011 Model Year Chevrolet Equinox Or Gmc Terrain Vehicles Equipped With A 2.4L Engine, May Have A Condition Where A Malfunction-Indicator Light (Mil) May Illuminate Due To Thermal Damage Or Face Erosion Of The Catalytic Converter.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Replace The Catalytic Converter.  The Repairs Will Be Made At No Charge To The Customer.,,
1G1YS2DW7B5101395,Yes,incomplete,Airbag Light On,,,"Some 2004-2009 Model Year Cadillac Xlr And 2005-2013 Model Year Chevrolet Corvette Vehicles, Equipped With Power Seats, May Have A Condition Where, The Wire Harness Connector From The Seat Side Airbag And Buckle Tensioner To The Body Has A Design Interference Between The Vertical Adjust Crossbar And The Carpet.  When The Seat Is Moved Forward Or Back, The Connector May Be Dragged Along The Carpet, Pulling Terminals Loose Or Pulling The Connector Apart. This Will Cause A Diagnostic Trouble Code To Be Set And The Service Airbag Light Will Be Illuminated.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YS2DW7B5101395,Yes,complete,Corvette Low-Beam Headlamps Inoperative,,,,,,,
1G1YS2DW7B5101395,Yes,incomplete,Clutch Activation System,,,"On Some 2005-2013 Model Year Chevrolet Corvette Vehicles Equipped With A Manual Transmission, The Clutch System May Fail If Unapproved Fluids Are Used To Service The System Or If A High-Pressure Pulse Occurs During A Clutch Self-Adjustment Event. If The Clutch System Fails, The Clutch Pedal May Not Return If Depressed. If The Clutch Pedal Does Not Return, It May Be Possible To Start The Vehicle When The Transmission Is In Any Gear. This Could Result In Unexpected Vehicle Movement When The Engine Is Started.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1YS2DW7B5101395,Yes,incomplete,Primary Tank Module Flange Fuel And Vapor Leaks,,,"Some 2007 To 2009 Model Year Xlr Or 2007 To 2013 Model Year Corvette Vehicles May Have A Condition Where A Fuel Odor Is Detected, Fuel Droplets Appear Below The Left-Hand Fuel Tank With Fuel Gauge Level Above 1/2, Or A Malfunction Indicator Lamp Illuminates Due To A Leak Path In The Left-Hand Fuel Pump Module Flange.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,Dealers Are To Replace The Left Hand Fuel Tank Fuel Pump Module.  The Repairs Will Be Made At No Charge To The Customer.,,
1G11A5SL5FF314828,No,,,,,,,,,
1G1YY32G645115310,Yes,incomplete,Special Coverage 10150 - Expired,,,,,,,
2gnaxsev4j6333298,Invalid Vin,,,,,,,,,
1G1ZC5EB7AF108225,Yes,complete,Airbag Readiness Light/Service Airbag Message - Reroute Wireharness/Replace,,,,,,,
1G1ZC5EB7AF108225,Yes,incomplete,Seatbelt Warning Lights And Chimes With Seatbelt Buckled,,,"Some 2003-2015 Model Year Chevrolet Express And Gmc Savana Vehicles Equipped With Power Seat Adjust – Driver 6 Way, And 2009-2010 Model Year Chevrolet Colorado And Gmc Canyon; And 2010 Model Year Buick Enclave, Cadillac Srx, Chevrolet Equinox, Chevrolet Malibu, Chevrolet Traverse, Gmc Acadia, Gmc Terrain, And Saturn Outlook Vehicles May Have A Condition Where The Seatbelt Warning Light And Chime Audible Warnings May Illuminate While The Seatbelt Is Buckled..

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 120,000 Miles (193,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZC5EB7AF108225,Yes,incomplete,Loss Of Electric Power Steering Assist,,,"On Some 2007-2012 Model Year Chevrolet Malibu, 2007-2010 Model Year Pontiac G6, Or 2007-2010 Model Year Saturn Aura Vehicles Equipped With Electric Power Steering Assist (Eps), The Steering Column Torque Sensor Or The Eps Motor/Controller May Cause The Vehicle To Suddenly Lose Eps. If The Vehicle Loses Eps, The Vehicle’S Driver Information Center Will Display A Warning Message And A Warning Chime Will Sound. The Vehicle Will Revert To A Manual Steering Mode, Which Requires Greater Driver Effort To Operate At Low Vehicle Speeds.

This Special Coverage Covers The Condition Described Above For A Period Of 10 Years Or 150,000 Miles (240,000 Km), Whichever Occurs First, From The Date The Vehicle Was Originally Placed In Service, Regardless Of Ownership.",,,,
1G1ZC5EB7AF108225,Yes,incomplete,Special Coverage 18055 - Expired,,,"Some 2010 Model Year Chevrolet Malibu And Pontiac G6 Vehicles, May Have A Condition Where The Front Seat Side Impact Airbag (Siab) Connectors Under The Seat May Experience Small Relative Movement Between The Pins And Sockets. Dtc’S Related To Siab Wiring Connectors May Be Found Even With Product Improvements Implemented At The Assembly Plant Or Through Previous Completion Of Customer Satisfaction Recalls 10085 (May, 2010) Or 11034 (May, 2011).",,Dealers Are To Cut Out The Side Airbag Connector And Hard Wire Connection. The Repairs Will Be Made At No Charge To The Customer.,,
1G1ZC5EB7AF108225,Yes,incomplete,Brake Lamp Malfunction,14V252,2014-05-14,"General Motors Has Decided That A Defect Which Relates To Motor Vehicle Safety Exists In 2004-2012 Malibu, 2004-2007 Malibu Maxx, 2005-2010 Pontiac G6, 2007-2010 Saturn Aura Vehicles.  On These Vehicles, Over Time An Increased Resistance Can Develop In The Body Control Module (Bcm) Connection System And Result In Voltage Fluctuations Or Intermittency In The Brake Apply Sensor (Bas) Circuit That Can Cause Service Brake Lamp Malfunction.  As A Result, The Service Brake Lamps May Illuminate When The Service Brakes Are Not Being Applied, Or May Not Illuminate When The Service Brakes Are Being Applied.  Additionally, Cruise Control May Not Engage.  If Cruise Control Is Engaged, Additional Service Brake Pedal Travel May Be Required To Disengage It.  Service Brake Pedal Application May Not Be Required To Move The Shift Lever Out Of Park, Or Additional Service Brake Pedal Travel May Be Required To Move The Shift Lever Out Of Park.  Traction Control, Electronic Stability Control, And Panic Braking Assist Features, If Equipped, May Be Disabled.  Service Esc And/Or Traction Control Tell-Tales May Illuminate With This Condition.",These Conditions May Increase The Risk Of A Crash.,"Dealers Are To Attach The Wiring Harness To The Bcm With A Spacer, Apply Dielectric Lubricant To Both The Bcm And Harness Connector And On The Bas And Harness Connector, And Relearn The Brake Pedal Home Position Free Of Charge.",,
1G1ZD5EB4AF108597,Yes,incomplete,Special Coverage 18055 - Expired,,,"Some 2010 Model Year Chevrolet Malibu And Pontiac G6 Vehicles, May Have A Condition Where The Front Seat Side Impact Airbag (Siab) Connectors Under The Seat May Experience Small Relative Movement Between The Pins And Sockets. Dtc’S Related To Siab Wiring Connectors May Be Found Even With Product Improvements Implemented At The Assembly Plant Or Through Previous Completion Of Customer Satisfaction Recalls 10085 (May, 2010) Or 11034 (May, 2011).",,Dealers Are To Cut Out The Side Airbag Connector And Hard Wire Connection. The Repairs Will Be Made At No Charge To The Customer.,,
